Wall time,Step,Value
1562262267.6794188,0,0.6215301156044006
1562262279.2846646,1,0.207853764295578
1562262290.8488925,2,0.03452945128083229
1562262302.320224,3,0.014895057305693626
1562262313.8921895,4,0.00406228844076395
1562262325.410546,5,0.0006770480540581048
1562262336.9644136,6,0.0013540961081162095
1562262348.3117442,7,0.0
1562262359.7574856,8,0.0
1562262371.3128796,9,0.0
1562262386.0952847,10,0.274881511926651
1562262400.464104,11,0.27014216780662537
1562262415.004753,12,0.24847663938999176
1562262429.6217005,13,0.22139471769332886
1562262444.144109,14,0.2024373710155487
1562262458.510532,15,0.17941774427890778
1562262473.2365332,16,0.17129316926002502
1562262487.8330014,17,0.15436695516109467
1562262499.172718,18,0.017603250220417976
1562262510.4095328,19,0.007447528652846813
1562262524.8090522,20,0.1591062992811203
1562262539.2970972,21,0.15707515180110931
1562262553.9304361,22,0.1320243775844574
1562262568.6125963,23,0.09884902089834213
1562262583.066339,24,0.0995260700583458
1562262597.5238953,25,0.0758293867111206
1562262612.018329,26,0.08124576508998871
1562262626.5399013,27,0.08056872338056564
1562262637.9010875,28,0.0060934326611459255
1562262649.4349928,29,0.0006770480540581048
1562262664.0853903,30,0.1428571492433548
1562262678.4878926,31,0.09478673338890076
1562262692.9009373,32,0.09004739671945572
1562262707.3060923,33,0.061611372977495193
1562262721.7140062,34,0.06296546757221222
1562262736.134326,35,0.077860526740551
1562262750.4685094,36,0.07650642842054367
1562262764.8960392,37,0.062288422137498856
1562262776.0800705,38,0.0033852404449135065
1562262787.4121463,39,0.0006770480540581048
1562262801.7938354,40,0.07650642842054367
1562262816.190931,41,0.06770480424165726
1562262830.5970569,42,0.04807041212916374
1562262844.996626,43,0.05822613462805748
1562262859.5552056,44,0.05213269963860512
1562262873.8560658,45,0.05822613462805748
1562262888.139926,46,0.049424510449171066
1562262902.5443041,47,0.038591738790273666
1562262914.5590386,48,0.0
1562262925.9461346,49,0.0
1562262940.5226455,50,0.04468517377972603
1562262954.850216,51,0.027081923559308052
1562262969.1707125,52,0.038591738790273666
1562262983.6189814,53,0.03182125836610794
1562262998.641846,54,0.03452945128083229
1562263013.2927341,55,0.03452945128083229
1562263027.7771673,56,0.035883545875549316
1562263042.433624,57,0.033175356686115265
1562263053.803373,58,0.0013540961081162095
1562263065.0659716,59,0.0
1562263079.6723108,60,0.054163847118616104
1562263094.0172808,61,0.043331075459718704
1562263108.575963,62,0.03994583711028099
1562263123.0177786,63,0.0379146933555603
1562263137.2938526,64,0.04197698086500168
1562263151.7118866,65,0.033175356686115265
1562263166.0932117,66,0.03926878795027733
1562263180.634309,67,0.0324983075261116
1562263191.9861484,68,0.0
1562263203.4067173,69,0.0
1562263217.828201,70,0.061611372977495193
1562263232.2159202,71,0.041299931704998016
1562263246.7344596,72,0.04536221921443939
1562263261.2192485,73,0.043331075459718704
1562263275.691711,74,0.03452945128083229
1562263290.0805326,75,0.040622882544994354
1562263304.8777022,76,0.025050777941942215
1562263319.278015,77,0.02640487439930439
1562263330.7142262,78,0.0006770480540581048
1562263341.9949849,79,0.0006770480540581048
1562263356.464718,80,0.041299931704998016
1562263371.0971038,81,0.02911306731402874
1562263385.5211005,82,0.031144211068749428
1562263399.88931,83,0.024373730644583702
1562263414.3375204,84,0.0324983075261116
1562263428.9486766,85,0.031144211068749428
1562263443.5358708,86,0.028436018154025078
1562263457.9403849,87,0.02911306731402874
1562263469.382407,88,0.0
1562263480.783897,89,0.0
1562263492.0865943,90,0.0
1562263503.626114,91,0.0
1562263515.142046,92,0.0
1562263526.8553915,93,0.0
1562263538.1534865,94,0.0
1562263549.6118553,95,0.0
1562263560.9361897,96,0.0
1562263572.3732216,97,0.0
1562263583.7295365,98,0.0
1562263595.042506,99,0.0
