Wall time,Step,Value
1562260349.7217047,0,0.6235612630844116
1562260361.0136883,1,0.18009479343891144
1562260372.5638132,2,0.024373730644583702
1562260383.9496732,3,0.007447528652846813
1562260395.5558777,4,0.002708192216232419
1562260406.9402027,5,0.0013540961081162095
1562260418.4156866,6,0.0013540961081162095
1562260429.7628648,7,0.0
1562260441.1108701,8,0.0013540961081162095
1562260452.6130643,9,0.0
1562260470.1211002,10,0.5226811170578003
1562260487.5908992,11,0.5524712204933167
1562260504.9631855,12,0.4935680329799652
1562260522.4253488,13,0.4976303279399872
1562260539.96757,14,0.4488828778266907
1562260557.3375828,15,0.40622884035110474
1562260574.8430295,16,0.3832091987133026
1562260592.2290883,17,0.32633715867996216
1562260603.601905,18,0.06025727838277817
1562260614.945069,19,0.015572105534374714
1562260632.577826,20,0.39539608359336853
1562260650.023485,21,0.343940407037735
1562260667.3933408,22,0.2660799026489258
1562260684.8394396,23,0.24509140849113464
1562260702.2114422,24,0.20379146933555603
1562260719.5371056,25,0.17129316926002502
1562260736.8939872,26,0.15504400432109833
1562260754.2911248,27,0.16926202178001404
1562260765.6873927,28,0.027758970856666565
1562260777.1478157,29,0.002031144220381975
1562260794.5444636,30,0.19431279599666595
1562260811.9729955,31,0.153689906001091
1562260829.2957678,32,0.13067027926445007
1562260846.6861537,33,0.12119160592556
1562260864.1168242,34,0.08733920007944107
1562260881.536872,35,0.08192281424999237
1562260898.8757427,36,0.09343263506889343
1562260916.1842387,37,0.09140148758888245
1562260927.4310226,38,0.014218009077012539
1562260938.731973,39,0.002708192216232419
1562260956.3321724,40,0.1828029751777649
1562260973.765347,41,0.12322274595499039
1562260991.2167263,42,0.0941096842288971
1562261008.6118958,43,0.07650642842054367
1562261025.9457781,44,0.07650642842054367
1562261043.2746582,45,0.0704130008816719
1562261060.7469864,46,0.07109005004167557
1562261078.1213214,47,0.06093432754278183
1562261089.5562053,48,0.0033852404449135065
1562261100.811976,49,0.0006770480540581048
1562261118.393502,50,0.09275558590888977
1562261135.794518,51,0.05754908546805382
1562261153.2442734,52,0.06093432754278183
1562261170.6969962,53,0.049424510449171066
1562261188.243771,54,0.049424510449171066
1562261205.6539352,55,0.043331075459718704
1562261223.0369089,56,0.046716317534446716
1562261240.3636024,57,0.04197698086500168
1562261251.779892,58,0.0
1562261263.1283128,59,0.0006770480540581048
1562261280.552765,60,0.06296546757221222
1562261297.9597018,61,0.04197698086500168
1562261315.3758485,62,0.033175356686115265
1562261332.7195787,63,0.035883545875549316
1562261350.1316335,64,0.035883545875549316
1562261367.4851422,65,0.028436018154025078
1562261385.0941997,66,0.03994583711028099
1562261402.4433305,67,0.028436018154025078
1562261413.8340154,68,0.0006770480540581048
1562261425.3594937,69,0.0
1562261442.778841,70,0.04536221921443939
1562261460.1379526,71,0.03926878795027733
1562261477.4859962,72,0.04265403002500534
1562261494.8444648,73,0.03656059503555298
1562261512.4004903,74,0.0324983075261116
1562261529.8074534,75,0.04197698086500168
1562261547.3564806,76,0.021665537729859352
1562261564.725761,77,0.02911306731402874
1562261576.0805209,78,0.002031144220381975
1562261587.512537,79,0.0
1562261605.2891917,80,0.07921462506055832
1562261622.7807767,81,0.05010155588388443
1562261640.2229893,82,0.04468517377972603
1562261657.6106439,83,0.048747461289167404
1562261675.0460124,84,0.035883545875549316
1562261692.3583174,85,0.031144211068749428
1562261709.7500536,86,0.04265403002500534
1562261727.0164819,87,0.035883545875549316
1562261738.521568,88,0.002708192216232419
1562261749.7436824,89,0.0
1562261761.1568687,90,0.0
1562261772.5096521,91,0.0
1562261783.9990482,92,0.0
1562261795.4260058,93,0.0
1562261806.7870533,94,0.0
1562261818.014081,95,0.0
1562261829.3435225,96,0.0
1562261840.6742551,97,0.0
1562261852.1064126,98,0.0
1562261863.3979409,99,0.0
